Date,Open,High,Low,Close,Volume,Open Int
2021-03-23,3933.25,3938.75,3890.5,3899.75,1877976,0
2021-03-24,3905.75,3931.5,3877.5,3880.75,2063480,0
2021-03-25,3882.75,3909.5,3843.25,3900.5,2279488,0
2021-03-26,3907.5,3968.0,3900.75,3964.75,1984060,0
2021-03-29,3962.25,3971.25,3928.75,3959.0,2003052,0
2021-03-30,3965.25,3968.5,3933.75,3947.75,1590486,0
2021-03-31,3949.5,3983.75,3941.5,3967.5,1642169,0
2021-04-01,3967.5,4015.25,3964.5,4010.0,1245846,0
2021-04-05,4030.0,4073.75,4021.0,4067.75,1250666,0
2021-04-06,4069.75,4076.0,4052.25,4064.0,1252163,0
2021-04-07,4067.0,4075.5,4056.5,4070.0,1101579,0
2021-04-08,4074.25,4098.5,4072.5,4089.0,988346,0
2021-04-09,4098.0,4121.5,4081.0,4119.5,1090560,0
2021-04-12,4114.25,4124.5,4104.5,4120.25,1089291,0
2021-04-13,4122.75,4139.75,4101.25,4132.75,1081282,0
2021-04-14,4134.75,4144.0,4113.0,4118.0,1529562,0
2021-04-15,4123.5,4166.5,4119.5,4162.5,1277980,0
2021-04-16,4162.75,4183.5,4154.25,4176.25,1304078,0
2021-04-19,4165.0,4174.75,4141.75,4155.5,1618649,0
2021-04-20,4156.25,4167.25,4110.5,4126.5,1700883,0
2021-04-21,4121.25,4167.25,4113.0,4164.75,1505474,0
2021-04-22,4157.5,4171.75,4115.25,4127.75,1944942,0
2021-04-23,4129.0,4186.75,4127.5,4171.5,1509514,0
2021-04-26,4170.75,4186.0,4163.75,4179.5,1019731,0
2021-04-27,4181.5,4192.5,4166.75,4179.0,992029,0
2021-04-28,4180.25,4193.75,4172.75,4176.25,1282972,0
2021-04-29,4184.75,4211.0,4168.0,4203.5,1746965,0
2021-04-30,4200.75,4201.5,4167.25,4174.5,1898434,0
2021-05-03,4181.5,4202.5,4181.0,4185.75,1256240,0
2021-05-04,4184.25,4185.5,4120.5,4158.25,2003587,0
2021-05-05,4158.25,4180.0,4153.0,4160.0,1418246,0
2021-05-06,4158.75,4197.25,4140.5,4194.25,1751616,0
2021-05-07,4197.5,4232.25,4191.75,4225.25,1652592,0
2021-05-10,4226.75,4238.25,4172.0,4183.5,1662210,0
2021-05-11,4176.75,4185.5,4103.75,4146.25,2520859,0
2021-05-12,4140.0,4150.5,4051.0,4058.75,2629953,0
2021-05-13,4053.5,4126.75,4029.25,4107.0,2381081,0
2021-05-14,4112.5,4178.25,4105.25,4169.0,1513171,0
2021-05-17,4169.0,4178.75,4136.5,4157.75,1480730,0
2021-05-18,4159.0,4179.5,4111.5,4123.0,1285520,0
2021-05-19,4114.0,4123.0,4055.5,4111.5,2313119,0
2021-05-20,4107.75,4169.25,4084.5,4154.25,1486599,0
2021-05-21,4152.5,4185.0,4147.0,4151.75,1466725,0
2021-05-24,4151.5,4206.25,4142.5,4193.75,1046500,0
2021-05-25,4199.25,4212.75,4179.25,4185.5,1221701,0
2021-05-26,4188.0,4204.25,4180.5,4193.0,1051147,0
2021-05-27,4193.0,4211.5,4177.75,4199.0,1179928,0
2021-05-28,4211.25,4217.5,4201.0,4202.5,1110833,0
2021-06-01,4206.5,4230.0,4190.0,4198.5,1366344,0
2021-06-02,4198.5,4215.0,4190.75,4206.25,1059938,0
2021-06-03,4208.0,4213.25,4165.25,4191.25,1384271,0
2021-06-04,4190.75,4232.0,4177.0,4228.25,1051573,0
2021-06-07,4232.25,4232.5,4214.0,4225.5,934681,0
2021-06-08,4227.5,4236.75,4205.75,4225.75,1305814,0
2021-06-09,4225.5,4235.0,4217.0,4218.5,1057216,0
2021-06-10,4222.25,4249.0,4207.0,4238.0,1563728,0
2021-06-11,4239.5,4247.75,4230.75,4245.75,1084830,0
2021-06-14,4248.0,4257.5,4233.5,4254.75,1116773,0
2021-06-15,4255.25,4267.5,4238.0,4246.5,981189,0
2021-06-16,4248.0,4251.25,4200.75,4223.0,511740,0
2021-06-17,4214.25,4232.5,4193.0,4222.25,326193,0
2021-06-18,4225.75,4231.0,4183.75,4187.25,1951342,0
